"theta.1","theta.2"
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
0.522033333782222,0.831178663353461
